add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O-C-C=N,C,CC(O)C=N,CC(C=N)OC(O)CCO,CC(C=N)OC(CCO)OC(C)C=O,CC(C=N)OC(CCO)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OC(C)C=O,CC(C=O)OC(CCO)OC(C)C=NCOC(=O)NCC(=O)O,CC(C=N)OC(CC(O)COC(=O)NC(CCCNC(=N)N)C(=O)O)OC(C)C=O,CC(C=N)OC(CCOCOC(=O)NC(CCC(=O)O)C(=O)O)OC(C)C=O,3.4406557202166668,3.265667882045714,2.9085165759416665,2.7021242611
O-C-C=N,C,CC(O)C=N,CC(C=N)OC(O)CCO,CCCCCCC(C=N)OC(O)CCO,CCCCCCC(C=N)OC(CCO)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCCCC(C=N)OC(O)CCOCOC(=O)NCC(=O)O,CC(CCCCC(C=N)OC(O)CCO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCCC(COC(=O)NC(CCC(=O)O)C(=O)O)C(C=N)OC(O)CCO,3.3723839329449996,3.4225909875923803,3.2391853947333322,3.1498740261249996
O-C-C=N,C,CC(O)C=N,CC(C=N)OC(O)CCO,CC(C=N)OC(O)CCOC1CCCCN1,CC(C=N)OC(O)CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OC1CCCCN1,CC(C=N)OC(O)(CCOC1CCCCN1)COC(=O)NCC(=O)O,CC(C=N)OC(CCOC1CCCCN1)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,N=CC(CCOC(=O)NC(CCC(=O)O)C(=O)O)OC(O)CCOC1CCCCN1,3.5720691224999994,2.9522905042040475,3.3115749039799995,2.9331384009533332
O-C-C=N,C,CC(O)C=N,CCCCCCC(O)C=N,CCCCCCC(O)C(=N)C(N)N,CCCCCCC(O)C(=N)C(N)(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCCCC(O)C(=NCOC(=O)NCC(=O)O)C(N)N,CCCCCCC(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(=N)C(N)N,CCCC(CCC(O)C(=N)C(N)N)COC(=O)NC(CCC(=O)O)C(=O)O,3.2900785389666667,2.497448151645714,3.114666719618333,3.3817334347649988
O-C-C=N,C,CC(O)C=N,CCCCCCC(O)C=N,CCCCCCC(O)(C=N)C(N)CO,CCCC(CCC(O)(C=N)C(N)CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCCCC(O)(C=N)C(N)COCOC(=O)NCC(=O)O,N=CC(O)(CCCCCCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(N)CO,CCCCCCC(C=N)(OCOC(=O)NC(CCC(=O)O)C(=O)O)C(N)CO,2.9711705370333332,2.392592565971905,2.5751088145333334,2.981648355385
O-C-C=N,C,CC(O)C=N,CCCCCCC(O)C=N,CCCCCCC(O)C=NOCCOC,CCCCCCC(O)(C=NOCCOC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,COCCON=CC(O)CCCCCCCOC(=O)NCC(=O)O,COCCON=CC(O)CCCCCCCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCCC(O)C=NOCCOC)COC(=O)NC(CCC(=O)O)C(=O)O,3.754605550477436,2.8437954215394443,2.6491577003933333,3.238949893459999
O-C-C=N,C,CC(O)C=N,CCC(O)C(C)(O)C=N,CCC(O)C(C)(C=N)OC1CC=CC1,CCC(O)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)(C=N)OC1CC=CC1,CCC(O)C(C)(C=N)OC1CC=CC1COC(=O)NCC(=O)O,CCC(O)C(C)(C=NCOC(=O)NC(CCCNC(=N)N)C(=O)O)OC1CC=CC1,CC(COC(=O)NC(CCC(=O)O)C(=O)O)C(O)C(C)(C=N)OC1CC=CC1,3.1462274591400003,2.9425887536857145,3.4163905098057135,2.68299246412
O-C-C=N,C,CC(O)C=N,CCC(O)C(C)(O)C=N,C=CNN=CC(C)(O)C(O)CC,C=C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NN=CC(C)(O)C(O)CC,C=CNN=CC(C)(OCOC(=O)NCC(=O)O)C(O)CC,C=CNN=CC(C)(O)C(O)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O,C=CNN=CC(O)(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(O)CC,3.251370722358889,3.0013976635199997,2.3659527551783333,2.6551941219533335
O-C-C=N,C,CC(O)C=N,CCC(O)C(C)(O)C=N,[H]CCC(C)C(O)C(C)(O)C=N,[H]CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)C(O)C(C)(O)C=N,[H]CCC(C)C(O)(COC(=O)NCC(=O)O)C(C)(O)C=N,[H]C(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)C(O)C(C)(O)C=N,[H]CCC(C)C(O)C(C)(O)C=NCOC(=O)NC(CCC(=O)O)C(=O)O,3.3419306935,2.566909523809524,2.3282794864,2.407946153066667
C(-H)(=N),C,[H]C=NC,[H]C=NCCC(C)(C)C,[H]C=NC(CC(C)(C)C)C1CCCCC1,[H]C=NC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)(CC(C)(C)C)C1CCCCC1,[H]C=NC(CC(C)(C)C)C1(COC(=O)NCC(=O)O)CCCCC1,[H]C=NC(CC(C)(C)C)C1CCCCC1COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C=NC(CC(C)(C)CCOC(=O)NC(CCC(=O)O)C(=O)O)C1CCCCC1,3.3870402157053574,3.0213248982092855,3.4769465894342857,3.245595703986667
