add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
N-O,C,CNO,CCCCCN(C)O,CCCCCN(O)CCCCO,CCCCCN(O)C(CCCO)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCN(O)CCCCO)COC(=O)NCC(=O)O,CCCCCN(O)CC(CCO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCCN(O)CCCC(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.1755544258999997,2.6044845600083333,3.282026207113333,2.7183151094833335
N-O,C,CNO,CCCCCN(C)O,CCCCOC(CC)CCN(C)O,CCCCOC(CC)(CCN(C)O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCOC(CC)CCN(C)OCOC(=O)NCC(=O)O,CCCCOC(CC)CCN(O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCN(C)O)OCCCCCOC(=O)NC(CCC(=O)O)C(=O)O,3.5699895878,3.3831176366901587,3.115737223298333,3.1093293909933335
N-O,C,CNO,CCCCCN(C)O,CCCCCN(O)COC1CCC(Cl)CC1,CCCC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CN(O)COC1CCC(Cl)CC1,O=C(O)CNC(=O)OCCCCCCN(O)COC1CCC(Cl)CC1,CCC(CCN(O)COC1CCC(Cl)CC1)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCCN(O)COC1CCC(Cl)C(COC(=O)NC(CCC(=O)O)C(=O)O)C1,3.9199012860034967,2.6495770744016665,2.9377695000833333,2.8191179895766667
N-O,C,CNO,[H]C(C)(O)N(C)O,[H]C(Cl)CN(O)C([H])(C)O,[H]C(Cl)CN(O)C([H])(O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(Cl)CN(OCOC(=O)NCC(=O)O)C([H])(C)O,[H]C(Cl)CN(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)C([H])(C)O,[H]C(Cl)C(COC(=O)NC(CCC(=O)O)C(=O)O)N(O)C([H])(C)O,2.6755548941200002,2.4238049109866666,2.8005698387916667,2.889343169558334
N-O,C,CNO,[H]C(C)(O)N(C)O,[H]C(C)(O)N(O)CCC=CCC,[H]C(C)(O)N(CCC=CCC)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(O)(CCOC(=O)NCC(=O)O)N(O)CCC=CCC,[H]C(C)(O)N(O)CCC(=CCC)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(O)N(O)C(CC=CCC)COC(=O)NC(CCC(=O)O)C(=O)O,3.12321659525,2.538501179076191,2.759730683675,2.75535676475
N-O,C,CNO,[H]C(C)(O)N(C)O,[H]C(C)(OC(C)COC)N(C)O,[H]C(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)(OC(C)COC)N(C)O,[H]C(C)(OC(C)C(COC(=O)NCC(=O)O)OC)N(C)O,[H]C(C)(OC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)COC)N(C)O,[H]C(CCOC(=O)NC(CCC(=O)O)C(=O)O)(OC(C)COC)N(C)O,3.6790118535199996,2.9924649506666663,3.3927648597399993,3.13380689082
N-O,C,CNO,CC1CCCC(CNO)C1O,C=CCCCC1CC(C)C(O)C(CNO)C1,C=CCCCC1CC(C)C(OCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C(CNO)C1,C=CCCCC1CC(CNO)C(O)C(C)(COC(=O)NCC(=O)O)C1,C=CCCCC1CC(C)C(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(CNO)C1,C=CCCCC1CC(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(O)C(CNO)C1,3.8595313553241675,3.5415906428898807,3.43241448730988,3.217377970253333
N-O,C,CNO,CC1CCCC(CNO)C1O,CC1CCCC(CNO)(C2=C(Cl)C=CC(O)=C2)C1O,O=C(NC(C(=O)O)C1=CC=CC=C1)OCCC1CCCC(CNO)(C2=C(Cl)C=CC(O)=C2)C1O,CC1CCCC(CN(O)COC(=O)NCC(=O)O)(C2=C(Cl)C=CC(O)=C2)C1O,CC1CCCC(C2=C(Cl)C=CC(O)=C2)(C(COC(=O)NC(CCCNC(=N)N)C(=O)O)NO)C1O,CC1CCCC(CNO)(C2=C(Cl)C=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(O)=C2)C1O,3.262191659016061,2.401786476385,2.843246075443333,2.84909979951
N-O,C,CNO,CC1CCCC(CNO)C1O,CC1CCCC(CNO)(C(O)C=O)C1O,CC1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(CNO)(C(O)C=O)C1O,CC1C(COC(=O)NCC(=O)O)CCC(CNO)(C(O)C=O)C1O,CC1CCCC(CNO)(C(O)C(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O)C1O,CC1CCCC(CN(O)COC(=O)NC(CCC(=O)O)C(=O)O)(C(O)C=O)C1O,3.073922202925,2.7171744681695236,2.901556622426667,2.7035636984683333
C(-N)(=C),C,C=C(C)N,C=C(C)NOC1CCCCC1C,C=CCC(C)CC(=C)NOC1CCCCC1C,C=CCC(C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(=C)NOC1CCCCC1C,C=CC(COC(=O)NCC(=O)O)C(C)CC(=C)NOC1CCCCC1C,C=CCC(C)CC(=C)NOC1CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)CCC1C,C=CCC(C)CC(=C)NOC1(COC(=O)NC(CCC(=O)O)C(=O)O)CCCCC1C,3.660261538547013,3.5408239839790476,3.7942003071635613,3.482758570553334
