add_SMILES,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O-C:C-O,C,COCCO,OCCOCC(O)CO,NC1CC(O)CC(C(O)C(O)COCCO)C1,NC1CC(C(O)C(O)COCCO)CC(O)(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C1,O=C(O)CNC(=O)OCNC1CC(O)CC(C(O)C(O)COCCO)C1,N=C(N)NCCCC(NC(=O)OCC(O)(C(O)COCCO)C1CC(N)CC(O)C1)C(=O)O,NC1CC(O)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C(O)C(O)COCCO)C1,3.0486760873716667,2.704507700393333,3.101829866406667,3.1372674932250004
O-C:C-O,C,COCCO,OCCOCC(O)CO,O=CC=COCC(O)COCCO,O=CC=COCC(COCCO)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,O=CC=COCC(O)(COCCO)COC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCOCCOCC(O)COC=CC=O)C(=O)O,O=CC=COCC(O)COCC(O)COC(=O)NC(CCC(=O)O)C(=O)O,2.6463817761499997,2.6276098362250004,3.0530452785528572,3.0850984428166663
O-C:C-O,C,COCCO,OCCOCC(O)CO,O=CC(CO)C(OCCO)C(O)CO,O=CC(CO)C(OC(CO)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(O)CO,O=CC(CO)C(OCCO)C(CO)OCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCOCCOC(C(O)CO)C(C=O)CO)C(=O)O,O=CC(COCOC(=O)NC(CCC(=O)O)C(=O)O)C(OCCO)C(O)CO,3.2757598305,3.15676507348,3.150387766863333,2.89678426696
O-C:C-O,C,COCCO,[H]NCC(CO)OC,[H]NCC(OC)C(O)N(C)CC=O,[H]NCC(OC)C(O)N(CC=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]NCC(COC(=O)NCC(=O)O)(OC)C(O)N(C)CC=O,[H]NCC(OC)C(O)N(C)C(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]NCC(OC)C(O)N(C)C(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.948965954956818,2.6979891795133333,2.9172188120083336,2.5478894008818185
O-C:C-O,C,COCCO,[H]NCC(CO)OC,[H]NCC(COCCCNC)OC,[H]NCC(COCCCNC)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OC,[H]N(COC(=O)NCC(=O)O)CC(COCCCNC)OC,[H]NCC(COCCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC)OC,[H]NCC(COCCCNC)OCCOC(=O)NC(CCC(=O)O)C(=O)O,3.4506004135266664,3.2509634113357135,3.7081926600399995,3.2763242227199996
O-C:C-O,C,COCCO,[H]NCC(CO)OC,[H]NCC(CO)(NC(C)C)OC,[H]NCC(CO)(OC)N(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)C,[H]NCC(CO)(NC(C)CCOC(=O)NCC(=O)O)OC,[H]NC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(CO)(NC(C)C)OC,[H]NCC(CO)(NC(C)CCOC(=O)NC(CCC(=O)O)C(=O)O)OC,3.476994896904999,2.8535499750619047,3.2197209792449994,2.939709845611667
O-C:C-O,C,COCCO,CCC(C=O)COCCO,CCC(COCCO)C(=O)OCCO,CCC(COCCO)C(=O)OCCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(COCCO)C(=O)OCC(O)COC(=O)NCC(=O)O,CCC(C(=O)OCCO)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)OCCO,CCC(COCCO)C(=O)OC(CO)COC(=O)NC(CCC(=O)O)C(=O)O,2.4313000000000002,3.5576416066500003,3.0576889924049997,2.70578426696
O-C:C-O,C,COCCO,CCC(C=O)COCCO,CCC(COCCO)C(=O)C1(N)CCCC(Cl)C1,NC1(C(=O)C(CCCOC(=O)NC(C(=O)O)C2=CC=CC=C2)COCCO)CCCC(Cl)C1,CCC(COCCO)(COC(=O)NCC(=O)O)C(=O)C1(N)CCCC(Cl)C1,CCC(COCCO)C(=O)C1(NCOC(=O)NC(CCCNC(=N)N)C(=O)O)CCCC(Cl)C1,CC(COC(=O)NC(CCC(=O)O)C(=O)O)C(COCCO)C(=O)C1(N)CCCC(Cl)C1,2.9890214879499997,3.1810178143100005,3.280110245423333,3.0074603419433332
O-C:C-O,C,COCCO,CCC(C=O)COCCO,[H]C(C)=NC(OCCO)C(C=O)CC,[H]C(C)=NC(OCCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C=O)CC,[H]C(C)=NC(OC(CO)COC(=O)NCC(=O)O)C(C=O)CC,[H]C(C)=NC(COC(=O)NC(CCCNC(=N)N)C(=O)O)(OCCO)C(C=O)CC,[H]C(C)=NC(OC(CO)COC(=O)NC(CCC(=O)O)C(=O)O)C(C=O)CC,3.57731908412,3.1550107825600002,2.7787425869533333,2.696234285393333
OC1C(N)CCCC1,C,CC1CCC(N)C(O)C1,CC1(NCCN)CCC(N)C(O)C1,[H]CNC1C(O)C(N)CCC1(C)NCCN,[H]CNC1C(O)C(N)CCC1(C)NCC(N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]CNC1C(C)(NCCN)CCC(N)C1(O)COC(=O)NCC(=O)O,[H]C(COC(=O)NC(CCCNC(=N)N)C(=O)O)NC1C(O)C(N)CCC1(C)NCCN,[H]CNC1C(O)C(N)(COC(=O)NC(CCC(=O)O)C(=O)O)CCC1(C)NCCN,3.229554478085715,2.980638504702381,3.012173396025714,3.049170743846667
