SMILES_added,SMILES_got
Clc1cc(Cl)ccc1,CC1=C(Cl)C=CC=C1Cl
O-C:C:C-C,CCCC(O)C1=CC=C(Cl)C(C)=C1Cl
O-C-C-C-C-C-C-C,CCCC(O)(CCCCCCCO)C1=CC=C(Cl)C(C)=C1Cl
C-H,[H]CC(CCO)CCCCC(O)(CCC)C1=CC=C(Cl)C(C)=C1Cl
OC1C(O)CCCC1,[H]CC(CCO)CCCCC(O)(CCC)C1=C(C2CCCC(O)C2O)C=C(Cl)C(C)=C1Cl
C-C:C-C:C,[H]CC(CCCCC(O)(CCC)C1=C(C2CCCC(O)C2O)C=C(Cl)C(C)=C1Cl)C(CO)CCCCC
