SMILES_added,SMILES_got
N-C-N-C:C,CCNC(C)N
O=C-C=C-N,CC(N)NCCC(N)=CC=O
C(C)(O),CCONC(C)NCCC(N)=CC=O
Oc1cc(N)ccc1,CCONC(C)N(CCC(N)=CC=O)C1=CC=C(N)C=C1O
C(C)(H)(N),[H]C(C)(N)N(OCC)C(C)N(CCC(N)=CC=O)C1=CC=C(N)C=C1O
N=N,[H]C(C)(N)N(OCC)C(C)N(CC(N=N)C(N)=CC=O)C1=CC=C(N)C=C1O
C-C(C)-C-C-C,[H]C(C)(N)N(OCC)C(C)N(CC(N=N)C(N)=C(C=O)C(C)(C)CCC)C1=CC=C(N)C=C1O
O-C-C-C-C-C-N,[H]C(C)(N)N(OCC)C(C)N(CC(N=N)C(N)=C(C(=O)C(O)CCCCN)C(C)(C)CCC)C1=CC=C(N)C=C1O
