SMILES_added,SMILES_got
O=C-C=C-C,CC=CC(C)=O
O-C:C-N,CC(=O)C=CCOCCN
N:C-C:C,CC(=O)C=CCOCCNCCCN
C1CCCCC1,CC(=O)C=C(COCCNCCCN)C1CCCCC1
N-C:N:C,CNC(N)C(CN)CNCCOCC(=CC(C)=O)C1CCCCC1
Cc1ccc(O)cc1,CNC(N)C(CN)CNCCOCC(=CC(=O)CC1=CC(O)=CC=C1C)C1CCCCC1
CC1C(C)CCCC1,CNC(N)C(CN)CNCCOCC(=CC(=O)CC1=CC(O)=CC=C1CC1CCCC(C)C1C)C1CCCCC1
