SMILES_added,SMILES_got
Cc1cc(N)ccc1,CC1=CC=C(N)C=C1C
N-C-C:C,CCC(N)C1=C(C)C(C)=CC=C1N
N(-C)(=O),CCC(N)(C1=C(C)C(C)=CC=C1N)N(C)=O
C1CC=CC=C1,CC1=CC=C(N)C(C(N)(CCC2=CCCC=C2)N(C)=O)=C1C
O-C-O-C,CC1=C(C(N)(CCC2=CCCC=C2)N(C)=O)C(N)=CC=C1CCOCO
C(-N)(=O),CC1=C(C(N)(CC(NC=O)C2=CCCC=C2)N(C)=O)C(N)=CC=C1CCOCO
C-C:C:C-C,CCCCCC(COCO)C1=CC=C(N)C(C(N)(CC(NC=O)C2=CCCC=C2)N(C)=O)=C1C
C-C-C-C-C-C-C,CCCCCC(COCO)C1=CC=C(N)C(C(N)(CC(NC=O)C2=CCCC=C2)N(C)=O)=C1CC(CC)CCCC
