add_SMILES,starting_SMILES 5,starting_SMILES 4,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(C2=C(O)C=CC(N)=C2)CCCC1(Cl)NCN,CCC(N)NCNC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C,CCC(N)NC(NC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C)C1CCCCC1,CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(N)NC(NC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C)C1CCCCC1,CCC(N)NC(NC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C)C1CCCC(COC(=O)NCC(=O)O)C1,CCC(N)NC(NC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C)C1CCCCC1COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(N)(COC(=O)NC(CCC(=O)O)C(=O)O)NC(NC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C)C1CCCCC1,4.340251108042858,4.42382653849,4.1154553289685705,2.9097832255069047
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(C2=C(O)C=CC(N)=C2)CCCC1(Cl)NCN,CCC(N)NCNC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C,CCC(N)(NCNC1(Cl)CCCC(C2=C(O)C=CC(N)=C2)C1(C)C)N(N)C=O,CCC(N)(NCNC1(Cl)CCCC(C2=C(O)C(COC(=O)NC(C(=O)O)C3=CC=CC=C3)=CC(N)=C2)C1(C)C)N(N)C=O,CCC(N)(NCNC1(Cl)CC(COC(=O)NCC(=O)O)CC(C2=C(O)C=CC(N)=C2)C1(C)C)N(N)C=O,CCC(N)(NCNC1(Cl)CCCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)(C2=C(O)C=CC(N)=C2)C1(C)C)N(N)C=O,CCC(N)(NCNC1(Cl)CCCC(C2=C(OCOC(=O)NC(CCC(=O)O)C(=O)O)C=CC(N)=C2)C1(C)C)N(N)C=O,2.9666365833760606,2.951793492503333,3.023459433318333,2.915058940718333
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(C2=C(O)C=CC(N)=C2)CCCC1(Cl)NCN,CCC(O)C1CCC(Cl)(NCN)C(C)(C)C1C1=C(O)C=CC(N)=C1,CCC(CC1(C)C(C2=C(O)C=CC(N)=C2)C(C(O)CC)CCC1(Cl)NCN)NC,CCC(CC1(C)C(C2=C(O)C=CC(N)=C2)C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)(C(O)CC)CCC1(Cl)NCN)NC,CCC(O)C1CCC(Cl)(NCN)C(C)(CC(NC)C(C)COC(=O)NCC(=O)O)C1C1=C(O)C=CC(N)=C1,CCC(CC1(C)C(C2=C(O)C=CC(NCOC(=O)NC(CCCNC(=N)N)C(=O)O)=C2)C(C(O)CC)CCC1(Cl)NCN)NC,CCC(CC1(C)C(C2=C(O)C=CC(N)=C2)C(C(CC)OCOC(=O)NC(CCC(=O)O)C(=O)O)CCC1(Cl)NCN)NC,3.20099081596,3.7272627332033332,3.694578570623333,3.7807166298799997
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(C2=C(O)C=CC(N)=C2)CCCC1(Cl)NCN,CCC(O)C1CCC(Cl)(NCN)C(C)(C)C1C1=C(O)C=CC(N)=C1,CCC(O)C1CCC(Cl)(N(CN)N(C)C)C(C)(C)C1C1=C(O)C=CC(N)=C1,CCC(OCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1CCC(Cl)(N(CN)N(C)C)C(C)(C)C1C1=C(O)C=CC(N)=C1,CCC(O)C1CCC(Cl)(N(CN)N(C)C)C(C)(CCOC(=O)NCC(=O)O)C1C1=C(O)C=CC(N)=C1,CCC(O)C1CCC(Cl)(N(CN)N(C)C)C(C)(C)C1C1=C(O)C=CC(NCOC(=O)NC(CCCNC(=N)N)C(=O)O)=C1,CCC(O)C1CCC(Cl)(N(CN)N(C)C)C(C)(C)C1C1=C(O)C=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(N)=C1,3.8485234542775,3.82658159898,3.0931970807233333,2.332343370593333
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=CC(N)=C1,CC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=C(NC2=C(O)C=CC=C2)C(N)=C1,[H]C(C)(N)CC1=CC=CC(O)=C1NC1=CC(O)=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C1N,[H]C(C)(N)CC1=CC=CC(O)=C1NC1=CC(O)=C(C2(C(CCCN)COC(=O)NC(C(=O)O)C3=CC=CC=C3)CCCC(Cl)C2(C)C)C=C1N,[H]C(C)(N)CC1=CC=CC(O)=C1NC1=C(COC(=O)NCC(=O)O)C(O)=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C1N,[H]C(C)(N)CC1=CC=CC(O)=C1NC1=CC(O)=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C1NCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(C)(N)CC1=CC=CC(O)=C1NC1=CC(O)=C(C2(CCCCN)CCCC(Cl)C2(C)CCOC(=O)NC(CCC(=O)O)C(=O)O)C=C1N,3.3918306408619054,2.8481853414433336,3.0391556564652378,2.9855222037833333
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=CC(N)=C1,CC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=C(NC2=C(O)C=CC=C2)C(N)=C1,C=CCCCC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=C(NC2=C(O)C=CC=C2)C(N)=C1,C=CCCCC1(C)C(Cl)CCCC1(CC(CCN)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C1=C(O)C=C(NC2=C(O)C=CC=C2)C(N)=C1,C=CCCCC1(C)C(Cl)CCCC1(CCCC(N)COC(=O)NCC(=O)O)C1=C(O)C=C(NC2=C(O)C=CC=C2)C(N)=C1,C=CCCCC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=C(NC2=C(O)C=CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C2)C(N)=C1,C=CCCCC1(C)C(Cl)CCCC1(CCCCNCOC(=O)NC(CCC(=O)O)C(=O)O)C1=C(O)C=C(NC2=C(O)C=CC=C2)C(N)=C1,3.7181963529199997,3.7576611289699997,4.20820049954857,2.9312555543485717
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=CC(N)=C1,CCCCCC(C=O)OC1=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C(N)C=C1,CCCCCC(C=O)OC1=C(C2(CCCC(N)C(N)=O)CCCC(Cl)C2(C)C)C=C(N)C=C1,CCCCCC(C=O)OC1=C(C2(CCCC(N)C(N)=O)CCCC(Cl)C2(C)C)C=C(NCOC(=O)NC(C(=O)O)C2=CC=CC=C2)C=C1,CCCCCC(C=O)OC1=C(C2(CCCC(N)C(N)=O)CCCC(Cl)C2(C)C)C(COC(=O)NCC(=O)O)=C(N)C=C1,CCCCCC(C=O)OC1=C(C2(CCCC(N)C(N)=O)CCCC(Cl)C2(C)CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C=C(N)C=C1,CCCC(COC(=O)NC(CCC(=O)O)C(=O)O)CC(C=O)OC1=C(C2(CCCC(N)C(N)=O)CCCC(Cl)C2(C)C)C=C(N)C=C1,4.435286513448571,3.4053397691819045,3.8395194155319046,3.0282526417233333
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1(C)C(Cl)CCCC1C1=C(O)C=CC(N)=C1,CC1(C)C(Cl)CCCC1(CCCCN)C1=C(O)C=CC(N)=C1,CCCCCC(C=O)OC1=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C(N)C=C1,CCCC=CC(C=O)(CCCCC)OC1=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C(N)C=C1,CCCC=CC(C=O)(CCCCC)OC1=C(C2(CCCCN)CCC(COC(=O)NC(C(=O)O)C3=CC=CC=C3)C(Cl)C2(C)C)C=C(N)C=C1,CCCC=CC(C=O)(CCCCC)OC1=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C(N)C(COC(=O)NCC(=O)O)=C1,CCCCCC(C=O)(C=CCCCCOC(=O)NC(CCCNC(=N)N)C(=O)O)OC1=C(C2(CCCCN)CCCC(Cl)C2(C)C)C=C(N)C=C1,CCCC=CC(C=O)(CCCCC)OC1=C(C2(CCCCNCOC(=O)NC(CCC(=O)O)C(=O)O)CCCC(Cl)C2(C)C)C=C(N)C=C1,4.7140911826073015,4.569401727362857,4.637074522448571,4.44057452244857
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C,CC1(C)CCCCC1(Cl)C1=CC(O)=CC=C1CC(CC=O)CCN,CC1(C)CCCCC1(Cl)C1=CC(O)=CC=C1CC(CC=O)CCNC(O)CC=O,COCOCC(C1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C)C(CC=O)CCNC(O)CC=O,COCOCC(C1=CC=C(O)C=C1C1(Cl)CC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CCC1(C)C)C(CC=O)CCNC(O)CC=O,CC1(C)CCCCC1(Cl)C1=CC(O)=CC=C1C(COCOCCOC(=O)NCC(=O)O)C(CC=O)CCNC(O)CC=O,COCOCC(C1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C)C(CCNC(O)CC=O)C(C=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,COCOCC(C1=CC=C(O)C=C1C1(Cl)CC(COC(=O)NC(CCC(=O)O)C(=O)O)CCC1(C)C)C(CC=O)CCNC(O)CC=O,3.701807151021298,3.2673126494033324,2.933263826903333,3.0053257490233327
CC1C(Cl)CCCC1,C,CC1(C)CCCCC1Cl,CC1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C,CC1(C)CCCCC1(Cl)C1=CC(O)=CC=C1CC(CC=O)CCN,CC1(C)CCCCC1(Cl)C1=CC(O)=CC=C1CC(CC=O)CCNC(O)CC=O,CC(C)CC(C1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C)C(CC=O)CCNC(O)CC=O,CC(C)CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)(C1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C)C(CC=O)CCNC(O)CC=O,CC(CCOC(=O)NCC(=O)O)CC(C1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C)C(CC=O)CCNC(O)CC=O,CC(C)CC(C1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C)C(CCNC(O)CC=O)CC(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CC(C1=CC=C(O)C=C1C1(Cl)CCCCC1(C)C)C(CC=O)(CCNC(O)CC=O)COC(=O)NC(CCC(=O)O)C(=O)O,3.435345794281905,3.781959793018571,3.004686203656905,3.1801379021283336
