add_SMILES,starting_SMILES 5,starting_SMILES 4,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O,C,CO,CCC(CC)CCO,CCC(CC)C(CO)C(C)NC,CCOC(C)C(CO)(C(CC)CC)C(C)NC,CCOC(C)C(C(O)C=CCOC)(C(CC)CC)C(C)NC,CCOC(C)C(C(O)C=CCOC)(C(CC)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)NC,CCOC(C)C(C(O)C=CCOC)(C(C)NC)C(CC)C(C)COC(=O)NCC(=O)O,CCOC(C)C(C(O)C=CCOC)(C(C)NC)C(CC)C(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCOC(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(C(O)C=CCOC)(C(CC)CC)C(C)NC,4.0170628592975,4.408310807443214,3.3866664254599996,3.982023944310769
O,C,CO,CCC(CC)CCO,CCC(CC)C(CO)C(C)NC,CCOC(C)C(CO)(C(CC)CC)C(C)NC,CCOC(C)C(CO)(C(CC)CC)C(CC(F)F)NC,CCOC(C)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(CO)(C(CC)CC)C(CC(F)F)NC,CCC(CC)C(CO)(C(CC(F)F)NC)C(C)OCCCOC(=O)NCC(=O)O,CCOC(C)C(COCOC(=O)NC(CCCNC(=N)N)C(=O)O)(C(CC)CC)C(CC(F)F)NC,CCOC(C)C(CO)(C(CC)CC)C(NC)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(F)F,3.577356955544103,3.0013103430633334,3.3421152505941025,2.7814909082233337
O,C,CO,CCC(CC)CCO,CCC(CC)C(CO)C(C)NC,CCC(CC)C(CO)C(C)(NC)C(C=O)CC,CCC(CC)C(CO)C(CC(C)(C)C)(NC)C(C=O)CC,CCC(CC)C(CO)C(CC(C)(C)C)(NC)C(C=O)(CC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(C(C)COC(=O)NCC(=O)O)C(CO)C(CC(C)(C)C)(NC)C(C=O)CC,CCC(CCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(CO)C(CC(C)(C)C)(NC)C(C=O)CC,CCC(CCCOC(=O)NC(CCC(=O)O)C(=O)O)C(CO)C(CC(C)(C)C)(NC)C(C=O)CC,3.461068059132132,3.442286056525833,3.411210716601071,3.490009937705833
O,C,CO,CCC(CC)CCO,CCC(CC)C(CO)C(C)NC,CCC(CC)C(CO)C(C)(NC)C(C=O)CC,CCC(CCC(O)O)C(CO)C(C)(NC)C(C=O)CC,CCC(C=O)C(C)(NC)C(CO)C(CCC(O)O)C(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCC(O)OCOC(=O)NCC(=O)O)C(CO)C(C)(NC)C(C=O)CC,CCC(CCC(O)O)C(C(O)COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)(NC)C(C=O)CC,CCC(CCC(O)O)C(COCOC(=O)NC(CCC(=O)O)C(=O)O)C(C)(NC)C(C=O)CC,3.3745021691327266,2.3866789329457143,3.1600695388799998,2.99054502338
O,C,CO,CCC(CC)CCO,CCC(CCO)CCC(C)CNC,CCC(CCO)CC(C1=CC=CC(O)=C1O)C(C)CNC,CCCC(C)C(O)CC(CC)CC(C1=CC=CC(O)=C1O)C(C)CNC,CCCC(C)C(O)CC(CC)CC(C1=CC=CC(OCOC(=O)NC(C(=O)O)C2=CC=CC=C2)=C1O)C(C)CNC,CCC(CC(O)C(C)C(CC)COC(=O)NCC(=O)O)CC(C1=CC=CC(O)=C1O)C(C)CNC,CCCC(C)C(O)CC(CC)CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)(C1=CC=CC(O)=C1O)C(C)CNC,CCCC(C)C(O)CC(CCCOC(=O)NC(CCC(=O)O)C(=O)O)CC(C1=CC=CC(O)=C1O)C(C)CNC,3.675828785258799,4.100253647719999,3.4506541676599993,3.4355146306885715
O,C,CO,CCC(CC)CCO,CCC(CCO)CCC(C)CNC,CCC(CCO)CC(C1=CC=CC(O)=C1O)C(C)CNC,CNCC(C)C(CC(CCO)CCCCF)C1=CC=CC(O)=C1O,CNCC(C)C(CC(CCO)CCCC(F)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C1=CC=CC(O)=C1O,CC(CN(C)COC(=O)NCC(=O)O)C(CC(CCO)CCCCF)C1=CC=CC(O)=C1O,CC(CN(C)COC(=O)NC(CCCNC(=N)N)C(=O)O)C(CC(CCO)CCCCF)C1=CC=CC(O)=C1O,CC(CN(C)COC(=O)NC(CCC(=O)O)C(=O)O)C(CC(CCO)CCCCF)C1=CC=CC(O)=C1O,3.06323156241,2.5587553469957145,3.4444899003599994,3.3801496058599994
O,C,CO,CCC(CC)CCO,CCC(CCO)CCC(C)CNC,CCC(CCO)CCC(C)CN(C)OC(C)=O,CCC(CCO)CCC(C)C(C(CC)CO)N(C)OC(C)=O,CCC(CCO)CCC(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C(CC)CO)N(C)OC(C)=O,CCC(CCOCOC(=O)NCC(=O)O)CCC(C)C(C(CC)CO)N(C)OC(C)=O,CCC(CCO)CCC(C)C(C(CC)CO)N(C)OC(=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(CCC(C)C(C(CC)CO)N(C)OC(C)=O)CC(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.609524385229567,4.159690448359999,3.473230647721904,3.2825149379399994
O,C,CO,CCC(CC)CCO,CCC(CCO)CCC(C)CNC,CCC(CCO)CCC(C)CN(C)OC(C)=O,CN=C(N)C(C)C(CCO)CCC(C)CN(C)OC(C)=O,CN=C(N)C(C)C(CCO)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(C)CN(C)OC(C)=O,CN=C(N)C(C)C(CCC(C)CN(C)OC(C)=O)CC(O)COC(=O)NCC(=O)O,CN=C(N)C(C)C(CCC(C)CN(C)OC(C)=O)C(CO)COC(=O)NC(CCCNC(=N)N)C(=O)O,CN=C(N)C(C)C(CCO)CCC(C)CN(CCOC(=O)NC(CCC(=O)O)C(=O)O)OC(C)=O,3.5416583907574997,2.405686382940714,3.327340282633333,3.17568464234
O,C,CO,[H]C(C)OCO,[H]C(CC(CC)CN)OCO,[H]C(CC(CC)C(N)C(CN)CCO)OCO,[H]C(CC(CC)C(N)C(CCO)CNCC)OCO,[H]C(OCO)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(CC)C(N)C(CCO)CNCC,[H]C(CC(CC)C(N)C(CNCC)CC(O)COC(=O)NCC(=O)O)OCO,[H]C(CC(CC)C(N)C(CCOCOC(=O)NC(CCCNC(=N)N)C(=O)O)CNCC)OCO,[H]C(CC(CC)C(N)(COC(=O)NC(CCC(=O)O)C(=O)O)C(CCO)CNCC)OCO,3.3676369274666653,2.5820538384290477,3.4486653523399995,3.238788362573333
O,C,CO,[H]C(C)OCO,[H]C(CC(CC)CN)OCO,[H]C(CC(CC)C(N)C(CN)CCO)OCO,[H]C(CC(C(C)C(N)CN)C(N)C(CN)CCO)OCO,[H]C(CC(C(C)C(N)CN)C(N)C(CN)CCO)OCOCOC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(CC(C(C)C(N)CN)C(N)C(CN)C(CO)COC(=O)NCC(=O)O)OCO,[H]C(CC(C(C)C(N)CN)C(N)(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(CN)CCO)OCO,[H]C(COC(=O)NC(CCC(=O)O)C(=O)O)(CC(C(C)C(N)CN)C(N)C(CN)CCO)OCO,3.7028245399600004,3.1030238860733332,3.1983017977733335,3.2366062684133334
