add_SMILES,starting_SMILES 5,starting_SMILES 4,starting_SMILES 3,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C-I,C,CCI,CC(O)CC(C)I,CC(O)C(CCCCO)C(C)I,CC(O)C(CCCCO)C(C)(I)C(C=O)CCCN,C=CC(N)NCCCC(C=O)C(C)(I)C(CCCCO)C(C)O,C=CC(N)NCCCC(C=O)C(C)(I)C(CCCC(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)O,C=CC(N)NCCCC(C=O)C(C)(I)C(CCC(CO)COC(=O)NCC(=O)O)C(C)O,C=CC(N)N(CCCC(C=O)C(C)(I)C(CCCCO)C(C)O)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(O)C(CCCCO)C(C)(I)C(C=O)CCCNC(N)C=CCOC(=O)NC(CCC(=O)O)C(=O)O,3.0904663094652385,2.7259196259533334,3.2041771070437877,2.2698306203183334
C-I,C,CCI,CC(O)CC(C)I,CC(O)C(CCCCO)C(C)I,CC(O)C(CCCCO)C(C)(I)C(C=O)CCCN,CC(O)C(CCCCO)C(C)(I)C(C=O)C(CCN)C(O)CCCO,CC(O)C(CCCCO)C(C)(I)C(C=O)C(C(O)CCCO)C(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(O)C(CCCCO)C(C)(I)C(C=O)(COC(=O)NCC(=O)O)C(CCN)C(O)CCCO,CC(O)C(CCCCO)C(I)(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C(C=O)C(CCN)C(O)CCCO,CC(O)C(CCCCO)C(C)(I)C(C=O)C(CCN)C(O)CC(CO)COC(=O)NC(CCC(=O)O)C(=O)O,3.5352158545766663,3.065979907238334,3.4634561239966666,3.317311093371667
C-I,C,CCI,CC(O)CC(C)I,CC(O)C(CCCCO)C(C)I,[H]N(C)CC(CCCO)C(C(C)O)C(C)I,[H]N(C)CC(CCC(O)C(N)CN)C(C(C)O)C(C)I,[H]N(C)CC(CCC(O)C(N)CN)C(C(C)I)C(C)(O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)C(COC(=O)NCC(=O)O)C(CCC(O)C(N)CN)C(C(C)O)C(C)I,[H]N(C)CC(CCC(O)C(N)CN)C(C(C)I)C(C)OCOC(=O)NC(CCCNC(=N)N)C(=O)O,[H]N(C)CC(CCC(O)C(N)C(N)COC(=O)NC(CCC(=O)O)C(=O)O)C(C(C)O)C(C)I,3.174766670112222,3.371760318143333,4.150014378223333,3.1845382536433333
C-I,C,CCI,CC(O)CC(C)I,CC(O)C(CCCCO)C(C)I,[H]N(C)CC(CCCO)C(C(C)O)C(C)I,[H]N(C)CC(CC(CO)NC(C)C)C(C(C)O)C(C)I,[H]N(C)CC(CC(CO)NC(C)C)C(C(C)O)C(C)(I)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]N(C)CC(CC(CO)NC(C)C)C(C(C)I)C(O)CCOC(=O)NCC(=O)O,[H]N(C)CC(CC(CO)N(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C)C(C(C)O)C(C)I,[H]N(C)CC(CC(CO)NC(C)C)C(C(C)I)C(O)CCOC(=O)NC(CCC(=O)O)C(=O)O,3.2011985453691274,2.938028489273333,3.3142108345433328,3.2701505019433332
C-I,C,CCI,CC(O)CC(C)I,CCOCCCC(I)CC(C)O,CC(O)CC(I)CCCOCCN,CC(O)(CC(I)CCCOCCN)C1=CC=CC=C1,CC(O)(CC(I)CCCOCCN)C1=CC=CC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)=C1,CC(O)(CC(I)CC(COCCN)COC(=O)NCC(=O)O)C1=CC=CC=C1,CC(O)(CC(I)C(CCOCCN)COC(=O)NC(CCCNC(=N)N)C(=O)O)C1=CC=CC=C1,CC(O)(CC(I)CCCOCCN)C1=CC=C(COC(=O)NC(CCC(=O)O)C(=O)O)C=C1,3.726027184053334,4.002460317473334,3.2901638916652383,2.8220850346499997
C-I,C,CCI,CC(O)CC(C)I,CCOCCCC(I)CC(C)O,CC(O)CC(I)CCCOCCN,CC(O)CC(I)CC(COCCN)C1=C(O)C=C(O)C=C1,CC(O)CC(I)CC(COC(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1)C1=C(O)C=C(O)C=C1,CC(O)C(COC(=O)NCC(=O)O)C(I)CC(COCCN)C1=C(O)C=C(O)C=C1,CC(O)CC(I)CC(COCC(N)COC(=O)NC(CCCNC(=N)N)C(=O)O)C1=C(O)C=C(O)C=C1,CC(O)CC(I)CC(COCCN)C1=C(O)C=C(OCOC(=O)NC(CCC(=O)O)C(=O)O)C=C1,3.197646093876666,2.899470067888788,3.1721711069122223,3.070826383522121
C-I,C,CCI,CC(O)CC(C)I,CCOCCCC(I)CC(C)O,CCOCCC(C(I)CC(C)O)C1CCCCN1,CCCC(O)C1CCC(C(CCOCC)C(I)CC(C)O)NC1,CCCC(OCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1CCC(C(CCOCC)C(I)CC(C)O)NC1,CCCC(O)C1CCC(C(CCOCC)(COC(=O)NCC(=O)O)C(I)CC(C)O)NC1,CCCC(O)C1CCC(C(CCOCC)C(I)(COC(=O)NC(CCCNC(=N)N)C(=O)O)CC(C)O)NC1,CCCC(O)C1CCC(C(CCOCC)C(I)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)O)NC1,4.741532972969404,4.011633571703333,4.1201360296519045,2.9465274741766665
C-I,C,CCI,CC(O)CC(C)I,CCOCCCC(I)CC(C)O,CCOCCC(C(I)CC(C)O)C1CCCCN1,CCOCCC(C(I)CC(C)O)C1(C2(N)CCCC(C)C2)CCCCN1,CCOCCC(C(I)CC(C)O)C1(C2(N)CCCC(CCOC(=O)NC(C(=O)O)C3=CC=CC=C3)C2)CCCCN1,CCOCC(COC(=O)NCC(=O)O)C(C(I)CC(C)O)C1(C2(N)CCCC(C)C2)CCCCN1,CCOCCC(C(I)CC(C)O)C1(C2(N)CCCC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)C2)CCCCN1,CCOCCC(C(I)CC(C)O)C1(C2(N)CCCC(C)C2)CCCCN1COC(=O)NC(CCC(=O)O)C(=O)O,4.569550506002857,3.975531018631904,3.865159532485238,3.857552652869404
C-I,C,CCI,C=CC(C)CCI,C=CC(C)CC(I)C(O)CCN,C=CC(C)CC(I)(OC1=CC(N)=CC=C1)C(O)CCN,C=CC(C)CC(I)(OC1=CC(NNCCC)=CC=C1)C(O)CCN,C=CC(C)CC(I)(OC1=CC(NNCCC)=CC=C1)C(O)CCNCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=CC(C)C(COC(=O)NCC(=O)O)C(I)(OC1=CC(NNCCC)=CC=C1)C(O)CCN,C=CC(C)CC(I)(OC1=CC(N(COC(=O)NC(CCCNC(=N)N)C(=O)O)NCCC)=CC=C1)C(O)CCN,C=CC(C)CC(I)(OC1=CC(NNCCC)=CC=C1)C(O)CCNCOC(=O)NC(CCC(=O)O)C(=O)O,3.5253172226311116,3.7331001325533335,3.2525868092033328,2.9580441654366667
C-I,C,CCI,C=CC(C)CCI,C=CC(C)CC(I)C(O)CCN,C=CC(C)CC(I)(OC1=CC(N)=CC=C1)C(O)CCN,[H]C(=N)CC(C=C)CC(I)(OC1=CC(N)=CC=C1)C(O)CCN,[H]C(=N)CC(C=C)CC(I)(OC1=CC(N)=C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C=C1)C(O)CCN,[H]C(=N)CC(C=C)CC(I)(OC1=CC(N)=CC(COC(=O)NCC(=O)O)=C1)C(O)CCN,[H]C(=N)CC(C=C)CC(I)(OC1=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(N)=CC=C1)C(O)CCN,[H]C(=N)C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C=C)CC(I)(OC1=CC(N)=CC=C1)C(O)CCN,3.585149272353334,3.60686630662,3.1921792594821214,3.0488359679237877
C-I,C,CCI,C=CC(C)CCI,C=CC(C)CC(I)C(O)CCN,CCC=CC(C)CC(I)C(O)CCN,CCC=CC(C)CC(I)C(O)C(CN)C1=CC=CC(Cl)=C1O,CCC=CC(C)(COC(=O)NC(C(=O)O)C1=CC=CC=C1)CC(I)C(O)C(CN)C1=CC=CC(Cl)=C1O,CCC=CC(C)CC(I)C(O)C(CN)C1=CC=C(COC(=O)NCC(=O)O)C(Cl)=C1O,CCC=C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)CC(I)C(O)C(CN)C1=CC=CC(Cl)=C1O,CCC=CC(C)(COC(=O)NC(CCC(=O)O)C(=O)O)CC(I)C(O)C(CN)C1=CC=CC(Cl)=C1O,3.6528188578866674,2.5034081288233336,3.34958669947,3.0759771646700003
C-I,C,CCI,C=CC(C)CCI,C=CC(C)CC(I)C(O)CCN,CCC=CC(C)CC(I)C(O)CCN,CCC=CC(C)CC(I)C(O)C(CN)CCCC,CCC=CC(C)CC(I)C(O)C(CN)CCCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCC(CN)C(O)C(I)CC(C)C=CC(C)COC(=O)NCC(=O)O,CCC=CC(C)CC(I)C(O)C(CN)CC(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC=CC(C)CC(I)C(O)C(CN)CC(CC)COC(=O)NC(CCC(=O)O)C(=O)O,3.771461208445397,2.866837660916104,3.244325053503333,3.104985490836667
