SMILES_added,SMILES_got
CC1C(O)CCC1,COC1CCCC1C
C-C-C-C-C-C-C,CCCCCCCC1(OC)CCCC1C
C:C:N:N:C,CCCCCCC(CNNCC)C1(OC)CCCC1C
C(-C)(-C)(=C),C=C(C)CN(CC(CCCCCC)C1(OC)CCCC1C)NCC
C:C-C=C,C=C(C)CN(CC(CCCCC(C)C(=C)CC)C1(OC)CCCC1C)NCC
C1CCNCC1,C=C(CC)C(C)CCCCC(CN(NCC)C(C(=C)C)N1CCCCC1)C1(OC)CCCC1C
Cc1ccc(N)cc1,C=C(CC)C(C)CCCCC(CN(NCC)C(C(=C)C)N1CCCCC1)C1(OCC2=CC(N)=CC=C2C)CCCC1C
