SMILES_added,SMILES_got
C-C:N:C,CCCNC
C-C:C-O-C,CCC(NC)C(C)COC
C-C:C-C:C,CCCC(C)COCC(C)C(CC)NC
Cc1cc(Cl)ccc1,CCCC(C)COC(C1=C(Cl)C=C(C)C=C1)C(C)C(CC)NC
c1ccc2ccccc2c1,CCCC(C)COC(C1=C(Cl)C=C(C)C=C1)C(C)C(CCC1=CC2=CC=CC=C2C=C1)NC
N-C:C:C-C,CCCC(C)COC(C1=C(Cl)C=C(C)C=C1)C(C)C(NC)C(CC1=CC2=CC=CC=C2C=C1)C(N)CCC
