SMILES_added,SMILES_got
C-C-C-C-C-C-C-C,CCCCCC(C)CC
CC1C(Cl)CCCC1,CCCCCC(CC)CC1CCC(C)C(Cl)C1
C-C:C-N-C,CCCCCC(CC)CC1CC(Cl)C(C)C(C(C)CNC)C1
O-C-C-C-C-C-N-C,CCCCCC(CC)(CC1CC(Cl)C(C)C(C(C)CNC)C1)C(CCO)CCNC
C-C-C-C:C,CCCC(CC(CC)(CC1CC(Cl)C(C)C(C(C)CNC)C1)C(CCO)CCNC)C(CC)CC
