SMILES_added,SMILES_got
C-C-C-C-C-C-C,CCCCCCCC
C-C(C)-C-C-C,CCCCCC(CC)C(C)CC(C)C
Cl-C-C-O,CCCC(CC(CC)C(C)CC(C)C)OCCCl
N-C:N:C,CCCC(CC(CC)C(C)CC(C)C)(NCNC)OCCCl
C-C:C:C-C,CCCC(CC(CC)C(CC(C)C)CC(CC)CC)(NCNC)OCCCl
Cl-C-C-C-C,CCCC(CC(CC)C(CC(C)C)CC(CC)C(C)C(CC)CCl)(NCNC)OCCCl
C-N-C-C:C,CCCC(CC(C(C)CCCNC)C(CC(C)C)CC(CC)C(C)C(CC)CCl)(NCNC)OCCCl
CC1C(O)CCC1,CCCC(CC(C(C)CCCNC)C(CC(C)C)CC(CC)C(C)C(CC)CCl)(NCNC)OCCCl
