SMILES_added,SMILES_got
C-C:C-C:C,CCCCCC
C-C:C-O-C,CCCCCCCCCOC
CC1C(C)CCC1,CCCC(CCCCCOC)C1(C)CCCC1C
C-N-C-C:C,CCCC(CCCCCOC)C1(C)CCC(C(CC)NC)C1C
Cc1c(C)cccc1,CCCC(CCCCCOC)(CC1=C(C)C=CC=C1)C1(C)CCC(C(CC)NC)C1C
Cc1cc(C)ccc1,CCC(NC)C1CCC(C)(C(CCCCCOC)(CCCC2=C(C)C=C(C)C=C2)CC2=C(C)C=CC=C2)C1C
