SMILES_added,SMILES_got
O-C-C-C-C-C-N-C,CCNCCCCCO
CC1CC(C)CC1,CC1CCC(C)(CCNCCCCCO)C1
C-N-C-C:C,CCCN(C)OCCCCCNCCC1(C)CCC(C)C1
C-C-C=C,CCC=CC(C)CN(C)OCCCCCNCCC1(C)CCC(C)C1
Cc1c(C)cccc1,CCC=CC(C)CN(C)OCCCCCNCCC1(C)CCC(CCC2=C(C)C=CC=C2)C1
C-C:C-C-C,CCC=CC(C)CN(C)OCCCCCNCCC1(C)CC(CCC2=C(C)C=CC=C2)CC1CCCCC
