SMILES_added,SMILES_got
C-C-C(C)-C-C,CCC(C)(C)CC
C-C:C-C:C,CCCC(C)C(C)C(C)(C)CC
OC1C(Cl)CCCC1,CCCC(C)C(C)C(C)(C)C(C)C1CCC(Cl)C(O)C1
Cc1ccc(O)cc1,CCCC(C)C(C)C(C)(CC1=CC(C)=CC=C1O)C(C)C1CCC(Cl)C(O)C1
C-C-C:C-C,CCCC(C)C(C)C(C)(CC1=CC(CC(CC)CC)=CC=C1O)C(C)C1CCC(Cl)C(O)C1
N-N,CCCC(C)C(C)C(C)(CC1=CC(CC(CC)CC)=CC=C1O)C(C)C1CC(O)C(Cl)CC1NN
