SMILES_added,SMILES_got
C(C)(C)(C)(H),[H]C(C)(C)CC
OC1C(N)CCCC1,[H]C(C)(CC)CNC1CCCCC1O
C:C-C-C:C,[H]C(C)(CC)C(NC1CCCCC1O)C(C)CCC
N-C-C-C:C,[H]C(C)(CC)C(NC1CCCCC1O)C(CCC)CCCCCN
C-C:C-O-C,[H]C(C)(C(C)C(CC)OC)C(NC1CCCCC1O)C(CCC)CCCCCN
N(C)(O),[H]C(C)(C(C)C(CC)OC)C(NC1CCCCC1O)C(CCCCCN)C(CC)N(C)O
O=C-C-C:C,[H]C(C)(C(C)C(CC)OC)C(NC1(C(C)CC=O)CCCCC1O)C(CCCCCN)C(CC)N(C)O
