SMILES_added,SMILES_got,logIE
N(:C)(:C),CN(C)C,2.8489336274249997
Cl-C-C-C-C,CC(CCCl)CN(C)C,2.539113184325
N(C)(:C),CNCCC(CCCl)CN(C)C,3.1411749473907147
C(N)(:C)(:C),CNCCC(CCCl)C(CC(C)N)N(C)C,4.077616866134048
O=C-C-N-C,CNCCC(CCCl)C(CC(C)N)N(C)CN(C)CC=O,4.596048275598333
C=C-C:C,C=CC(C)N(C)CCC(CCCl)C(CC(C)N)N(C)CN(C)CC=O,4.1457822093241665
C:C-C-C,C=CC(C)N(C)CCC(CCCl)C(CC(C)N)N(C)CN(C)C(C=O)C(C)CC,4.683147808949166
C(C)(Cl),C=CC(C)N(C)CCC(CCCl)C(CC(C)N)N(C)CN(C)C(C=O)C(C)C(C)CCCl,4.590303012565238
C(-C)(-H)(=N),[H]C(=N)CC(N(C)C(C=O)C(C)C(C)CCCl)N(C)C(CC(C)N)C(CCCl)CCN(C)C(C)C=C,4.515324646802738
