SMILES_added,SMILES_got
C(O)(:C)(:C),CC(C)(C)O
Cc1ccc(Cl)cc1,CC1=CC=C(Cl)C=C1OC(C)(C)C
C:C-C:C,CCC(C)C1=C(Cl)C=C(OC(C)(C)C)C(C)=C1
O-C-C=N,CCC(C)C1=C(Cl)C(OCC=N)=C(OC(C)(C)C)C(C)=C1
O=C-C-C-C-C-N,CCC(C)C1=C(Cl)C(OCC=N)=C(OC(C)(C)C)C(C)=C1
NC1CCC(Cl)CC1,CCC(C)C1=C(Cl)C(OCC=N)=C(OC(C)(C)C)C(C)=C1C1CC(N)CCC1Cl
C-C(C)-C-C-C,CCCC(C)CC(C)(CC)C1=C(Cl)C(OCC=N)=C(OC(C)(C)C)C(C)=C1C1CC(N)CCC1Cl
