add_SMILES,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
N=C-N-C-C,C,CCCNC=N,C=NCN=CNCCC,C=NCN=CN(CCC)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCNC=NCN=CCOC(=O)NCC(=O)O,C=NCN=CNCC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,C=NCN=CNCCCCOC(=O)NC(CCC(=O)O)C(=O)O,3.17864922887,2.5166861437000003,3.27724922887,3.00580676475
N=C-N-C-C,C,CCCNC=N,CCCNC(=N)CNCCO,CCCN(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(=N)CNCCO,N=C(CNCCO)NCCCCOC(=O)NCC(=O)O,N=C(N)NCCCC(NC(=O)OCCCCNC(=N)CNCCO)C(=O)O,CCCNC(CNCCO)=NCOC(=O)NC(CCC(=O)O)C(=O)O,3.45764935566,2.7384917092266665,2.7807633871766666,2.6968490795916664
N=C-N-C-C,C,CCCNC=N,CC(F)CNC=N,CC(F)CNC(=N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(F)CN(C=N)COC(=O)NCC(=O)O,CC(F)CNC(=N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(F)CNC(=N)COC(=O)NC(CCC(=O)O)C(=O)O,3.0288566250916666,2.522111741428333,2.885459285183334,2.803834824825
N=C-N-C-C,C,CCCNC=N,CCCCC(C)CNC=N,CCCCC(C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)NC=N,CC(CCCCCOC(=O)NCC(=O)O)CNC=N,CCCCC(C)(CNC=N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCC(C)(CNC=N)COC(=O)NC(CCC(=O)O)C(=O)O,3.399747403325,2.6654655492535713,3.2541333862849995,2.921657233825
N=C-N-C-C,C,CCCNC=N,CC(C)CCCCNC=N,CC(C)CCC(CNC=N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(CCCCNC=N)CCOC(=O)NCC(=O)O,CC(C)CCCCN(C=N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)CCCC(COC(=O)NC(CCC(=O)O)C(=O)O)NC=N,3.540143938805,2.8879181844035715,2.440174640945,2.6766791979083333
N=C-N-C-C,C,CCCNC=N,CCCNC=NC1CC(C)CCC1N,CCCNC=NC1(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CC(C)CCC1N,CCCNC=NC1(COC(=O)NCC(=O)O)CC(C)CCC1N,CCCNC=NC1CC(C)CCC1(N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(CNC=NC1CC(C)CCC1N)COC(=O)NC(CCC(=O)O)C(=O)O,3.7502778646316663,3.522556885745714,3.052756603993333,2.7146746402999997
N=C-N-C-C,C,CCCNC=N,N=CNCCCC(C=O)CCC=O,N=CNCCCC(C=O)CC(C=O)COC(=O)NC(C(=O)O)C1=CC=CC=C1,O=CCCC(C=O)CCCNC=NCOC(=O)NCC(=O)O,N=CN(CCCC(C=O)CCC=O)COC(=O)NC(CCCNC(=N)N)C(=O)O,N=CNCCCC(C=O)CC(C=O)COC(=O)NC(CCC(=O)O)C(=O)O,2.9830390284083332,2.283298698,2.4102771339416664,2.7837490795916664
N=C-N-C-C,C,CCCNC=N,CCCN(C=N)OCC=N,N=CCON(C=N)CCCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCN(OCC=N)C(=N)COC(=O)NCC(=O)O,CCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)N(C=N)OCC=N,CC(COC(=O)NC(CCC(=O)O)C(=O)O)CN(C=N)OCC=N,3.2628565510100005,2.9219959284484847,2.0662431707766666,2.5832038460901514
N=C-N-C-C,C,CCCNC=N,[H]C(=N)CCCCNC=N,[H]C(=N)C(CCCNC=N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C(=N)CCCCNC(=N)COC(=O)NCC(=O)O,[H]C(=N)CCCCN(C=N)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(=N)CCC(CNC=N)COC(=O)NC(CCC(=O)O)C(=O)O,3.2965065510100002,2.7992411270249997,2.4727724103583335,2.3562541782666666
N=C-N-C-C,C,CCCNC=N,CCCCCC(C)CNC=N,CCCCCC(C)(CNC=N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCC(CCC(C)CNC=N)COC(=O)NCC(=O)O,CCCCCC(C)CN(C=N)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCCC(C)C(COC(=O)NC(CCC(=O)O)C(=O)O)NC=N,3.6921557777516667,2.8712315860885713,2.809774640945,3.114666719618333
