add_SMILES,starting_SMILES 2,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,C=C(CC)C1CCCC(O)C1(C)N,C=C(CC)C1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(O)C1(C)N,C=C(CC)C1CCCC(O)C1(N)CCOC(=O)NCC(=O)O,C=C(CC)C1CCCC(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1(C)N,C=C(CC)C1C(COC(=O)NC(CCC(=O)O)C(=O)O)CCC(O)C1(C)N,3.5107518781366664,3.0089527603452377,3.6235564692423807,3.0351727651266667
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CC(C)(C)NC1CCC(O)C(C)(N)C1,CC(C)(C)NC1CCC(O)(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(C)(N)C1,CC(C)(C)NC1CCC(O)(COC(=O)NCC(=O)O)C(C)(N)C1,CC1(N)CC(N(COC(=O)NC(CCCNC(=N)N)C(=O)O)C(C)(C)C)CCC1O,CC(C)(CCOC(=O)NC(CCC(=O)O)C(=O)O)NC1CCC(O)C(C)(N)C1,3.1145660480285713,2.8401705269885715,2.5920098438600006,2.0902133465285715
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CC(C)C1CCCC(O)C1(C)N,CC(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1CCCC(O)C1(C)N,CC(C)C1CCCC(O)C1(C)NCOC(=O)NCC(=O)O,CC(C)C1CCCC(O)C1(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)C1C(COC(=O)NC(CCC(=O)O)C(=O)O)CCC(O)C1(C)N,3.4369172570816664,2.8178376850385716,3.29543225382238,2.9867360941866665
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CCC(C)(C)CC1CCC(C)(N)C(O)C1,CC(C)(CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)CC1CCC(C)(N)C(O)C1,CCC(C)(CCOC(=O)NCC(=O)O)CC1CCC(C)(N)C(O)C1,CCC(C)(C)CC1CCC(C)(N)C(O)C1COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(C)CC1CCC(N)(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(O)C1,3.514797365327013,2.45374446335,3.6188331849399993,3.0357305575366667
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CC(C)(C)CC1CCCC(C)(N)C1O,CC(C)(C)CC1C(COC(=O)NC(C(=O)O)C2=CC=CC=C2)CCC(C)(N)C1O,CC(C)(C)C(COC(=O)NCC(=O)O)C1CCCC(C)(N)C1O,CC(C)(C)CC1(COC(=O)NC(CCCNC(=N)N)C(=O)O)CCCC(C)(N)C1O,CC(C)(C)CC1CCCC(C)(N)C1OCOC(=O)NC(CCC(=O)O)C(=O)O,2.7840932529428573,3.1957560037885715,2.509164478530794,2.9487269703085714
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CC1(N)CCC(OC2CCCC(N)C2)CC1O,CC1(N)CCC(OC2CC(N)CCC2COC(=O)NC(C(=O)O)C2=CC=CC=C2)CC1O,CC1(N)CC(COC(=O)NCC(=O)O)C(OC2CCCC(N)C2)CC1O,CC1(N)CCC(OC2CCCC(N)C2)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1O,NC1CCCC(OC2CCC(N)(CCOC(=O)NC(CCC(=O)O)C(=O)O)C(O)C2)C1,3.3930156891527274,3.200813464682381,3.23773235648,3.1672687415
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,[H]C=NC1CCC(C)(N)C(O)C1,[H]C=NC1CC(O)C(C)(N)CC1COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C=NC1CCC(C)(N)C(O)C1COC(=O)NCC(=O)O,[H]C=NC1CCC(C)(N)C(OCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1,[H]C=NC1CC(O)C(C)(N)C(COC(=O)NC(CCC(=O)O)C(=O)O)C1,3.474485499991667,2.9233348248250004,3.462980788086667,3.062198284
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CCCC1(N)CCCCC1O,CCCC1(N)CCCCC1OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCC1(N)CC(COC(=O)NCC(=O)O)CCC1O,CCCC1(N)CCCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1O,CCCC1(N)CCCCC1(O)COC(=O)NC(CCC(=O)O)C(=O)O,3.553825038791666,2.7121982527552384,3.1734486555466668,2.8816549064266668
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CC=C(C)C1(O)CCCCC1(C)N,CC(=CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1(O)CCCCC1(C)N,CC=C(C)C1(OCOC(=O)NCC(=O)O)CCCCC1(C)N,CC(COC(=O)NC(CCCNC(=N)N)C(=O)O)=C(C)C1(O)CCCCC1(C)N,CC=C(CCOC(=O)NC(CCC(=O)O)C(=O)O)C1(O)CCCCC1(C)N,2.768946974688889,3.261895339225714,3.091570743846667,2.931478649135
OC1C(N)CCCC1,C,CC1(N)CCCCC1O,CCCCCC1CCCC(O)C1(C)N,CCCCCC1CCC(COC(=O)NC(C(=O)O)C2=CC=CC=C2)C(O)C1(C)N,CCCC(COC(=O)NCC(=O)O)CC1CCCC(O)C1(C)N,CCCCC(COC(=O)NC(CCCNC(=N)N)C(=O)O)C1CCCC(O)C1(C)N,CCCC(COC(=O)NC(CCC(=O)O)C(=O)O)CC1CCCC(O)C1(C)N,3.543551875594286,3.225121287270029,3.21324745058,3.1171457683000003
