add_SMILES,starting_SMILES 1,starting_SMILES 0,starting_SMILES -1,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
O-C-O-C-C,C,CCOC(C)O,NA,CCOC(C)OCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CCOC(C)(O)COC(=O)NCC(=O)O,CC(O)OC(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CC(O)OC(C)COC(=O)NC(CCC(=O)O)C(=O)O,2.75084160665,2.824743169558333,2.914315741775151,2.7066014914916665
C-O-C-C=C,CCOCOC,C=CC(OC)C(OC)OCC,NA,C=CC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)(OC)C(OC)OCC,C=CC(OC)C(COC(=O)NCC(=O)O)(OC)OCC,C=CC(OC)C(COC(=O)NC(CCCNC(=N)N)C(=O)O)(OC)OCC,C=CC(OC)C(OCC)OCCOC(=O)NC(CCC(=O)O)C(=O)O,3.2632267310800005,3.4212819048107144,3.06322673108,2.9066434161799997
Cc1c(N)cccc1,C=CC(COCOCC)OC,C=CC(COCOCCC1=CC(N)=C(C)C=C1)OC,NA,C=CC(COC(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OCCC1=CC(N)=C(C)C=C1)OC,C=CC(COCOC(COC(=O)NCC(=O)O)CC1=CC(N)=C(C)C=C1)OC,C=CC(COCOCCC1=CC(N)=C(C)C=C1)(COC(=O)NC(CCCNC(=N)N)C(=O)O)OC,C=CC(COCOCCC1=CC(N)=C(C)C=C1COC(=O)NC(CCC(=O)O)C(=O)O)OC,3.2305085804166667,3.3862237845857144,3.43670175612,3.3085592919999995
C(H)(O),C=CC(COCOCC)OCC1=CC(C)=C(N)C=C1,[H]C(O)C(C)OCOCC(C=C)OCC1=CC(C)=C(N)C=C1,NA,[H]C(OCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)OCOCC(C=C)OCC1=CC(C)=C(N)C=C1,[H]C(O)C(C)OCOCC(C=C)OC(COC(=O)NCC(=O)O)C1=CC(C)=C(N)C=C1,[H]C(O)C(C)OCOCC(OCC1=CC(C)=C(N)C=C1)C(=C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C(O)C(C)(COC(=O)NC(CCC(=O)O)C(=O)O)OCOCC(C=C)OCC1=CC(C)=C(N)C=C1,3.64970175612,3.6305592919999996,3.3567017561199988,3.138733178775
C-C-C=C-C,[H]COC(OC(C=C)COCOCC)C1=CC(C)=C(N)C=C1,[H]C(OC(OC(C=C)COCOCC)C1=CC(C)=C(N)C=C1)C(C)=CCC,NA,[H]C(OC(OC(C=C)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)OCOCC)C1=CC(C)=C(N)C=C1)C(C)=CCC,[H]C(OC(OC(COCOCC)C(=C)COC(=O)NCC(=O)O)C1=CC(C)=C(N)C=C1)C(C)=CCC,[H]C(OC(OC(C=C)COCOCCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1=CC(C)=C(N)C=C1)C(C)=CCC,[H]C(COC(=O)NC(CCC(=O)O)C(=O)O)(OC(OC(C=C)COCOCC)C1=CC(C)=C(N)C=C1)C(C)=CCC,3.9078484971472727,3.9099537461257143,3.9146950181200006,3.3536684412200004
C(-C)(-H)(=C),[H]COC(OC(C=C)C(OCOCC)C(=CC)CC)C1=CC(C)=C(N)C=C1,[H]COC(OC(C(=C)C=C([H])C)C(OCOCC)C(=CC)CC)C1=CC(C)=C(N)C=C1,NA,[H]COC(OC(C(=C)C=C([H])C)C(OCOCC)C(=CC)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1=CC(C)=C(N)C=C1,[H]COC(OC(C(=C)C=C([H])C)C(OCOC(C)COC(=O)NCC(=O)O)C(=CC)CC)C1=CC(C)=C(N)C=C1,[H]COC(OC(C(=C)C=C([H])C)C(OCOCC)C(=CC)CC)C1=CC(C)=C(NCOC(=O)NC(CCCNC(=N)N)C(=O)O)C=C1,[H]COC(OC(C(=C)C=C([H])C)C(OCOCC)C(=CC)CC)C1=C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)=C(N)C=C1,4.045248849866061,3.8115462102457145,4.123416009132726,3.6519850069927267
Cl-C:C:C-C,[H]COC(OC(C=C)C(CC([H])=C)(OCOCC)C(=CC)CC)C1=CC(C)=C(N)C=C1,[H]C(=C)CC(OCOCC)(C(=CC)CC)C(C=C)OC(OC([H])C(CC)CCl)C1=CC(C)=C(N)C=C1,NA,[H]C(=C)CC(OCOC(C)COC(=O)NC(C(=O)O)C1=CC=CC=C1)(C(=CC)CC)C(C=C)OC(OC([H])C(CC)CCl)C1=CC(C)=C(N)C=C1,[H]C(=C)CC(OC(COC(=O)NCC(=O)O)OCC)(C(=CC)CC)C(C=C)OC(OC([H])C(CC)CCl)C1=CC(C)=C(N)C=C1,[H]C(=C)CC(OCOCC)(C(=CC)CC)C(C=C)OC(OC([H])C(CCl)CCCOC(=O)NC(CCCNC(=N)N)C(=O)O)C1=CC(C)=C(N)C=C1,[H]C(=C)CC(OCOCC)(C(=CC)CC)C(C=C)OC(OC([H])C(CC)CCl)C1=CC(C)=C(NCOC(=O)NC(CCC(=O)O)C(=O)O)C=C1,4.255564060148571,4.219955898874546,3.9899489897472726,3.794048497147272
C-C=N-N-C,[H]COC(OC(C=C)C(CC([H])=C)(OCOCC)C(=CCCCCCCl)CC)C1=CC(C)=C(N)C=C1,[H]COC(OC(C=C)C(CC([H])=C)(OCOCCCC=NNC)C(=CCCCCCCl)CC)C1=CC(C)=C(N)C=C1,NA,[H]COC(OC(C=C)C(CC([H])=C)(OCOCCCC=NNC)C(=CCCCCCCl)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1)C1=CC(C)=C(N)C=C1,[H]COC(OC(C=C)C(CC([H])=C)(OCOCCCC=NNC)C(=CCCCCCCl)C(C)COC(=O)NCC(=O)O)C1=CC(C)=C(N)C=C1,[H]COC(OC(C=C)C(CC([H])=C)(OCOC(CCC=NNC)COC(=O)NC(CCCNC(=N)N)C(=O)O)C(=CCCCCCCl)CC)C1=CC(C)=C(N)C=C1,[H]COC(OC(C=C)C(CC([H])=C)(OC(COC(=O)NC(CCC(=O)O)C(=O)O)OCCCC=NNC)C(=CCCCCCCl)CC)C1=CC(C)=C(N)C=C1,4.255564060148571,4.177690507612727,3.9990444920527275,3.7707376605612986
