add_SMILES,starting_SMILES 1,starting_SMILES 0,SMILES_with_Phe,SMILES_with_Gly,SMILES_with_Arg,SMILES_with_Glu,IE_Phe,IE_Gly,IE_Arg,IE_Glu
C(:C)(:N),C,CC(C)N,CC(N)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CC(C)NCOC(=O)NCC(=O)O,CC(N)CCOC(=O)NC(CCCNC(=N)N)C(=O)O,CC(C)NCOC(=O)NC(CCC(=O)O)C(=O)O,2.6915952542466663,2.3401326810416667,2.695890098083334,2.3105357184999997
C-C,CCNC,CCC(C)NC,CNC(C)CCCOC(=O)NC(C(=O)O)C1=CC=CC=C1,CNC(C)C(C)COC(=O)NCC(=O)O,CCC(C)N(C)COC(=O)NC(CCCNC(=N)N)C(=O)O,CCC(C)(COC(=O)NC(CCC(=O)O)C(=O)O)NC,2.97315655101,2.85933811105,2.7361149443599997,2.862397891775
N:C:N-C,CCCCNC,CCCCNCCNCN,CCCCNCCN(CN)COC(=O)NC(C(=O)O)C1=CC=CC=C1,CCCCNC(CNCN)COC(=O)NCC(=O)O,CCCCNCCNCNCOC(=O)NC(CCCNC(=N)N)C(=O)O,CCCCNCCNC(N)COC(=O)NC(CCC(=O)O)C(=O)O,2.7796572730299998,3.0769639395773805,2.4504747748600004,2.69339672051
C-C=C-C=C,CCCC(NC)N(C)CN,C=CC(=CC)C(CCC)(NC)N(C)CN,C=CC(=CC)C(CCC)(NC)N(CN)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1,C=C(COC(=O)NCC(=O)O)C(=CC)C(CCC)(NC)N(C)CN,C=CC(=CC)C(NC)(C(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O)N(C)CN,C=CC(=CC)C(CCC)(N(C)CN)N(C)COC(=O)NC(CCC(=O)O)C(=O)O,3.745612144043214,3.6616702923307143,3.3572645327057145,3.37413090812
O=C-C-N-C,C=CC(=CC)N(C)C(CCC)N(C)CN,C=CC(=CC)N(C)C(CCC)N(C)CNN(C)CC=O,C=C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(=CC)N(C)C(CCC)N(C)CNN(C)CC=O,C=CC(=CC)N(C)C(CCC)N(C)CNN(CC=O)CCOC(=O)NCC(=O)O,C=CC(=CC)N(C)C(C(CC)COC(=O)NC(CCCNC(=N)N)C(=O)O)N(C)CNN(C)CC=O,C=CC(=CC)N(C)C(CCC)(COC(=O)NC(CCC(=O)O)C(=O)O)N(C)CNN(C)CC=O,3.8489264803189895,3.6238301323307143,3.807121019345714,3.4594972347600006
C(H)(H)(H),C=CC(=CC)N(C)C(CC(C)N(C)CC=O)N(C)CN,[H]C([H])([H])C(CC(C)N(C)CC=O)(N(C)CN)N(C)C(C=C)=CC,[H]C([H])([H])C(CC(C)N(CC=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)(N(C)CN)N(C)C(C=C)=CC,[H]C([H])([H])C(CC(C)N(CC=O)CCOC(=O)NCC(=O)O)(N(C)CN)N(C)C(C=C)=CC,[H]C([H])([H])C(CC(C)N(C)CC=O)(N(C)CN)N(C)C(=CC)C(=C)COC(=O)NC(CCCNC(=N)N)C(=O)O,[H]C([H])([H])C(C(COC(=O)NC(CCC(=O)O)C(=O)O)C(C)N(C)CC=O)(N(C)CN)N(C)C(C=C)=CC,3.7990738829575,4.334836317414047,4.105486774119603,3.229377639583889
N-C-C:C,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(C)CN,[H]C([H])([H])C(CNCCC)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(C)CN,[H]C([H])([H])C(CNCCC)=C(C=C)N(C)C(CC(C)N(CC=O)CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)N(C)CN,[H]C([H])([H])C(CNCCC)=C(C=C)N(C)C(CC(C)N(C)C(C=O)COC(=O)NCC(=O)O)N(C)CN,[H]C([H])([H])C(CNCCC)=C(C=C)N(C)C(CC(C)N(CC=O)CCOC(=O)NC(CCCNC(=N)N)C(=O)O)N(C)CN,[H]C([H])([H])C(CNCCC)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(C)C(N)COC(=O)NC(CCC(=O)O)C(=O)O,4.064575849132726,4.420110100855714,4.524445462454155,3.4614131630838885
C=N,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(CN)CC(C)CN,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(CNC=N)CC(C)CN,[H]C([H])([H])C(CCOC(=O)NC(C(=O)O)C1=CC=CC=C1)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(CNC=N)CC(C)CN,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(CNC=N)CC(C)C(N)COC(=O)NCC(=O)O,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(C)CC(=O)COC(=O)NC(CCCNC(=N)N)C(=O)O)N(CNC=N)CC(C)CN,[H]C([H])([H])C(C)=C(C=CCOC(=O)NC(CCC(=O)O)C(=O)O)N(C)C(CC(C)N(C)CC=O)N(CNC=N)CC(C)CN,3.80728070312606,4.128524533130714,3.2763119476349494,3.2899508962599997
C(:C)(:C)(:N),[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(C)CC=O)N(CN)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=CCC(C)N)N(C)C(CC(C)N(C)CC=O)N(CN)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=CCC(C)N)N(C)C(CC(C)N(C)CC=O)N(CN)CC(C)CN(C=N)COC(=O)NC(C(=O)O)C1=CC=CC=C1,[H]C([H])([H])C(C)=C(C(=CCC(C)N)COC(=O)NCC(=O)O)N(C)C(CC(C)N(C)CC=O)N(CN)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=CCC(C)NCOC(=O)NC(CCCNC(=N)N)C(=O)O)N(C)C(CC(C)N(C)CC=O)N(CN)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=CCC(C)N)N(C)C(CC(C)N(C)CC=O)N(CN)CC(C)CNC=NCOC(=O)NC(CCC(=O)O)C(=O)O,3.961246040841819,4.395745022594999,4.1800611990827266,3.6080883994733335
C-C:C-O-C,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(CC=O)CCC(C)N)N(CN)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(CC=O)CCC(C)N)N(CNC(CC)OC)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(CC=O)CCC(C)N)N(CNC(CC)OC)C(COC(=O)NC(C(=O)O)C1=CC=CC=C1)C(C)CNC=N,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(CC=O)CCC(C)N)N(CNC(CCCOC(=O)NCC(=O)O)OC)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(CCOC(=O)NC(CCCNC(=N)N)C(=O)O)N(CC=O)CCC(C)N)N(CNC(CC)OC)CC(C)CNC=N,[H]C([H])([H])C(C)=C(C=C)N(C)C(CC(C)N(CC=O)CCC(C)N)N(CNC(CCCOC(=O)NC(CCC(=O)O)C(=O)O)OC)CC(C)CNC=N,4.692321938992727,4.40009207647,4.623052448532727,4.486504828226666
